customer_id,product,viewed,clicked,applied,approved,used
C100047,Recurring Deposit,1,0,0,0,0
C100048,Travel Credit Card,1,1,0,0,0
C100048,Personal Loan,1,1,0,0,0
C100048,Home Loan,1,0,0,0,0
C100048,Fixed Deposit,1,0,0,0,0
C100048,Term Insurance,1,1,1,1,1
C100049,Fixed Deposit,1,1,0,0,0
C100049,Term Insurance,1,1,1,0,0
C100051,Home Loan,1,1,0,0,0
C100051,Investment Plan (Mutual Fund SIP),1,1,1,0,0
C100051,Premium Credit Card,1,0,0,0,0
C100051,Recurring Deposit,1,1,0,0,0
C100052,Premium Banking Account,1,1,0,0,0
C100052,Term Insurance,1,1,1,1,0
C100052,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100052,Recurring Deposit,1,1,0,0,0
C100053,Recurring Deposit,1,0,0,0,0
C100053,Cashback Credit Card,1,1,0,0,0
C100053,Term Insurance,1,0,0,0,0
C100054,Fixed Deposit,1,1,0,0,0
C100054,Premium Credit Card,1,0,0,0,0
C100054,Fuel Credit Card,1,1,0,0,0
C100055,Fuel Credit Card,1,1,0,0,0
C100055,Personal Loan,1,1,0,0,0
C100056,Fixed Deposit,1,1,1,1,1
C100056,Term Insurance,1,0,0,0,0
C100056,Travel Credit Card,1,1,1,1,1
C100056,Home Loan,1,0,0,0,0
C100056,Cashback Credit Card,1,0,0,0,0
C100057,Cashback Credit Card,1,0,0,0,0
C100057,Home Loan,1,0,0,0,0
C100058,Cashback Credit Card,1,1,0,0,0
C100059,Term Insurance,1,1,0,0,0
C100059,Personal Loan,1,1,0,0,0
C100061,Travel Credit Card,1,0,0,0,0
C100062,Cashback Credit Card,1,1,0,0,0
C100063,Cashback Credit Card,1,1,1,1,1
C100064,Cashback Credit Card,1,1,0,0,0
C100064,Recurring Deposit,1,1,0,0,0
C100065,Recurring Deposit,1,1,1,1,1
C100065,Fixed Deposit,1,0,0,0,0
C100065,Travel Credit Card,1,1,0,0,0
C100066,Travel Credit Card,1,1,1,1,0
C100066,Premium Banking Account,1,0,0,0,0
C100066,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100066,Recurring Deposit,1,1,0,0,0
C100067,Cashback Credit Card,1,1,0,0,0
C100067,Personal Loan,1,0,0,0,0
C100067,Premium Banking Account,1,0,0,0,0
C100069,Term Insurance,1,0,0,0,0
C100070,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100070,Fixed Deposit,1,1,0,0,0
C100070,Fuel Credit Card,1,1,0,0,0
C100070,Cashback Credit Card,1,0,0,0,0
C100071,Fixed Deposit,1,1,0,0,0
C100071,Travel Credit Card,1,1,0,0,0
C100072,Premium Banking Account,1,1,1,1,0
C100072,Cashback Credit Card,1,0,0,0,0
C100072,Term Insurance,1,0,0,0,0
C100073,Premium Credit Card,1,0,0,0,0
C100073,Home Loan,1,0,0,0,0
C100075,Premium Banking Account,1,1,0,0,0
C100075,Term Insurance,1,1,1,0,0
C100075,Fuel Credit Card,1,1,0,0,0
C100075,Fixed Deposit,1,1,0,0,0
C100075,Cashback Credit Card,1,1,0,0,0
C100077,Recurring Deposit,1,0,0,0,0
C100077,Premium Credit Card,1,1,0,0,0
C100078,Premium Credit Card,1,0,0,0,0
C100078,Premium Banking Account,1,0,0,0,0
C100078,Home Loan,1,1,0,0,0
C100079,Fixed Deposit,1,1,1,0,0
C100079,Travel Credit Card,1,0,0,0,0
C100079,Cashback Credit Card,1,1,0,0,0
C100080,Premium Credit Card,1,0,0,0,0
C100080,Fuel Credit Card,1,1,0,0,0
C100080,Fixed Deposit,1,0,0,0,0
C100080,Personal Loan,1,0,0,0,0
C100081,Recurring Deposit,1,0,0,0,0
C100081,Fixed Deposit,1,0,0,0,0
C100081,Travel Credit Card,1,0,0,0,0
C100082,Fuel Credit Card,1,0,0,0,0
C100082,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100083,Personal Loan,1,1,1,1,1
C100084,Fuel Credit Card,1,0,0,0,0
C100084,Cashback Credit Card,1,0,0,0,0
C100084,Home Loan,1,0,0,0,0
C100084,Personal Loan,1,1,0,0,0
C100084,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100085,Fuel Credit Card,1,1,0,0,0
C100085,Home Loan,1,1,0,0,0
C100085,Fixed Deposit,1,1,0,0,0
C100085,Cashback Credit Card,1,0,0,0,0
C100086,Travel Credit Card,1,0,0,0,0
C100086,Term Insurance,1,1,1,0,0
C100086,Cashback Credit Card,1,0,0,0,0
C100086,Premium Credit Card,1,1,0,0,0
C100087,Travel Credit Card,1,1,1,1,1
C100088,Fixed Deposit,1,0,0,0,0
C100088,Recurring Deposit,1,0,0,0,0
C100089,Recurring Deposit,1,1,0,0,0
C100089,Personal Loan,1,1,0,0,0
C100090,Recurring Deposit,1,1,0,0,0
C100091,Personal Loan,1,1,1,1,0
C100091,Premium Credit Card,1,0,0,0,0
C100092,Fixed Deposit,1,1,1,1,1
C100092,Investment Plan (Mutual Fund SIP),1,1,1,0,0
C100092,Home Loan,1,0,0,0,0
C100092,Term Insurance,1,1,0,0,0
C100092,Fuel Credit Card,1,0,0,0,0
C100093,Premium Credit Card,1,1,0,0,0
C100093,Investment Plan (Mutual Fund SIP),1,1,1,0,0
C100093,Fuel Credit Card,1,1,1,1,1
C100094,Cashback Credit Card,1,1,0,0,0
C100094,Fixed Deposit,1,1,0,0,0
C100095,Recurring Deposit,1,0,0,0,0
C100095,Fuel Credit Card,1,1,0,0,0
C100095,Premium Banking Account,1,0,0,0,0
C100095,Fixed Deposit,1,1,1,1,1
C100096,Fuel Credit Card,1,0,0,0,0
C100096,Cashback Credit Card,1,0,0,0,0
C100096,Fixed Deposit,1,1,1,1,0
C100098,Cashback Credit Card,1,0,0,0,0
C100098,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100099,Term Insurance,1,0,0,0,0
C100100,Investment Plan (Mutual Fund SIP),1,1,1,0,0
C100100,Fixed Deposit,1,1,0,0,0
C100100,Premium Credit Card,1,1,0,0,0
C100100,Cashback Credit Card,1,0,0,0,0
C100101,Fixed Deposit,1,0,0,0,0
C100101,Travel Credit Card,1,1,0,0,0
C100101,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100104,Personal Loan,1,0,0,0,0
C100105,Recurring Deposit,1,1,0,0,0
C100105,Personal Loan,1,0,0,0,0
C100106,Cashback Credit Card,1,1,0,0,0
C100106,Term Insurance,1,1,1,1,0
C100107,Premium Credit Card,1,0,0,0,0
C100107,Recurring Deposit,1,1,0,0,0
C100107,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100107,Home Loan,1,1,1,0,0
C100107,Cashback Credit Card,1,1,1,0,0
C100108,Fuel Credit Card,1,1,0,0,0
C100108,Home Loan,1,1,1,1,0
C100111,Personal Loan,1,1,0,0,0
C100112,Fixed Deposit,1,0,0,0,0
C100113,Fixed Deposit,1,0,0,0,0
C100113,Term Insurance,1,1,0,0,0
C100114,Term Insurance,1,1,0,0,0
C100114,Recurring Deposit,1,0,0,0,0
C100115,Cashback Credit Card,1,0,0,0,0
C100115,Fixed Deposit,1,0,0,0,0
C100116,Fuel Credit Card,1,1,0,0,0
C100116,Premium Banking Account,1,1,1,1,1
C100118,Premium Banking Account,1,1,0,0,0
C100118,Recurring Deposit,1,1,1,1,0
C100118,Term Insurance,1,0,0,0,0
C100118,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100119,Recurring Deposit,1,0,0,0,0
C100119,Cashback Credit Card,1,0,0,0,0
C100119,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100119,Travel Credit Card,1,1,0,0,0
C100119,Personal Loan,1,1,1,1,1
C100120,Term Insurance,1,1,0,0,0
C100120,Fixed Deposit,1,0,0,0,0
C100120,Premium Credit Card,1,0,0,0,0
C100121,Fixed Deposit,1,1,1,1,1
C100121,Term Insurance,1,1,1,0,0
C100121,Fuel Credit Card,1,0,0,0,0
C100121,Home Loan,1,1,0,0,0
C100121,Cashback Credit Card,1,0,0,0,0
C100122,Travel Credit Card,1,0,0,0,0
C100122,Fuel Credit Card,1,0,0,0,0
C100122,Cashback Credit Card,1,0,0,0,0
C100122,Fixed Deposit,1,1,0,0,0
C100122,Term Insurance,1,0,0,0,0
C100123,Cashback Credit Card,1,1,1,0,0
C100123,Home Loan,1,1,0,0,0
C100123,Personal Loan,1,0,0,0,0
C100124,Fuel Credit Card,1,0,0,0,0
C100124,Travel Credit Card,1,0,0,0,0
C100124,Fixed Deposit,1,0,0,0,0
C100124,Home Loan,1,0,0,0,0
C100125,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100125,Term Insurance,1,1,0,0,0
C100125,Personal Loan,1,0,0,0,0
C100126,Personal Loan,1,1,0,0,0
C100126,Cashback Credit Card,1,1,0,0,0
C100126,Term Insurance,1,1,0,0,0
C100126,Premium Banking Account,1,0,0,0,0
C100126,Travel Credit Card,1,1,0,0,0
C100127,Cashback Credit Card,1,0,0,0,0
C100129,Fixed Deposit,1,0,0,0,0
C100129,Fuel Credit Card,1,0,0,0,0
C100129,Cashback Credit Card,1,0,0,0,0
C100129,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100130,Premium Credit Card,1,1,0,0,0
C100130,Personal Loan,1,1,0,0,0
C100130,Travel Credit Card,1,1,0,0,0
C100131,Fuel Credit Card,1,1,1,0,0
C100132,Fuel Credit Card,1,0,0,0,0
C100132,Premium Banking Account,1,1,0,0,0
C100132,Premium Credit Card,1,1,0,0,0
C100132,Personal Loan,1,1,1,1,0
C100132,Fixed Deposit,1,0,0,0,0
C100133,Home Loan,1,0,0,0,0
C100133,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100133,Term Insurance,1,0,0,0,0
C100133,Personal Loan,1,1,0,0,0
C100134,Recurring Deposit,1,1,0,0,0
C100134,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100134,Personal Loan,1,0,0,0,0
C100135,Personal Loan,1,1,0,0,0
C100135,Fuel Credit Card,1,1,0,0,0
C100135,Home Loan,1,1,1,1,0
C100135,Premium Credit Card,1,1,0,0,0
C100136,Term Insurance,1,1,0,0,0
C100136,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100136,Fuel Credit Card,1,0,0,0,0
C100136,Premium Credit Card,1,0,0,0,0
C100137,Premium Credit Card,1,1,1,0,0
C100137,Personal Loan,1,0,0,0,0
C100137,Cashback Credit Card,1,0,0,0,0
C100137,Travel Credit Card,1,1,0,0,0
C100138,Term Insurance,1,0,0,0,0
C100138,Cashback Credit Card,1,0,0,0,0
C100139,Term Insurance,1,0,0,0,0
C100140,Fixed Deposit,1,1,1,1,0
C100140,Fuel Credit Card,1,0,0,0,0
C100140,Travel Credit Card,1,1,0,0,0
C100140,Cashback Credit Card,1,1,0,0,0
C100140,Term Insurance,1,0,0,0,0
C100141,Fixed Deposit,1,0,0,0,0
C100141,Cashback Credit Card,1,1,0,0,0
C100142,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100143,Fixed Deposit,1,0,0,0,0
C100144,Premium Credit Card,1,0,0,0,0
C100144,Travel Credit Card,1,0,0,0,0
C100144,Recurring Deposit,1,1,0,0,0
C100145,Personal Loan,1,0,0,0,0
C100145,Fixed Deposit,1,1,0,0,0
C100145,Premium Banking Account,1,0,0,0,0
C100146,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100146,Premium Banking Account,1,0,0,0,0
C100146,Home Loan,1,0,0,0,0
C100147,Term Insurance,1,0,0,0,0
C100147,Home Loan,1,1,0,0,0
C100147,Premium Credit Card,1,1,0,0,0
C100147,Cashback Credit Card,1,1,0,0,0
C100149,Fuel Credit Card,1,1,0,0,0
C100150,Personal Loan,1,0,0,0,0
C100150,Home Loan,1,0,0,0,0
C100151,Fixed Deposit,1,1,0,0,0
C100151,Premium Credit Card,1,1,1,1,0
C100151,Personal Loan,1,1,0,0,0
C100155,Travel Credit Card,1,0,0,0,0
C100155,Term Insurance,1,1,0,0,0
C100156,Travel Credit Card,1,0,0,0,0
C100157,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100157,Travel Credit Card,1,0,0,0,0
C100158,Term Insurance,1,0,0,0,0
C100158,Recurring Deposit,1,1,1,1,1
C100159,Recurring Deposit,1,0,0,0,0
C100160,Premium Banking Account,1,0,0,0,0
C100160,Personal Loan,1,0,0,0,0
C100160,Premium Credit Card,1,0,0,0,0
C100160,Cashback Credit Card,1,1,0,0,0
C100162,Personal Loan,1,0,0,0,0
C100162,Recurring Deposit,1,1,1,0,0
C100164,Cashback Credit Card,1,1,1,1,1
C100164,Personal Loan,1,1,0,0,0
C100164,Fixed Deposit,1,0,0,0,0
C100164,Home Loan,1,1,1,1,0
C100165,Premium Banking Account,1,1,0,0,0
C100165,Travel Credit Card,1,0,0,0,0
C100165,Fuel Credit Card,1,0,0,0,0
C100166,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100166,Premium Credit Card,1,1,0,0,0
C100167,Recurring Deposit,1,1,1,1,1
C100167,Premium Credit Card,1,1,0,0,0
C100167,Cashback Credit Card,1,1,0,0,0
C100167,Fixed Deposit,1,1,0,0,0
C100170,Recurring Deposit,1,1,1,0,0
C100171,Fixed Deposit,1,1,0,0,0
C100172,Fixed Deposit,1,0,0,0,0
C100172,Premium Credit Card,1,1,1,0,0
C100173,Recurring Deposit,1,0,0,0,0
C100173,Premium Banking Account,1,1,1,1,0
C100173,Travel Credit Card,1,0,0,0,0
C100173,Fuel Credit Card,1,0,0,0,0
C100173,Premium Credit Card,1,0,0,0,0
C100174,Fixed Deposit,1,0,0,0,0
C100174,Term Insurance,1,1,0,0,0
C100175,Recurring Deposit,1,1,0,0,0
C100175,Travel Credit Card,1,1,1,0,0
C100175,Home Loan,1,0,0,0,0
C100175,Personal Loan,1,1,0,0,0
C100176,Cashback Credit Card,1,1,0,0,0
C100176,Fixed Deposit,1,1,0,0,0
C100177,Premium Banking Account,1,1,0,0,0
C100177,Home Loan,1,1,1,0,0
C100177,Fuel Credit Card,1,1,0,0,0
C100178,Cashback Credit Card,1,1,0,0,0
C100178,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100178,Personal Loan,1,1,0,0,0
C100178,Premium Banking Account,1,0,0,0,0
C100179,Recurring Deposit,1,1,0,0,0
C100179,Fuel Credit Card,1,1,1,0,0
C100179,Cashback Credit Card,1,1,0,0,0
C100180,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100180,Premium Credit Card,1,0,0,0,0
C100181,Recurring Deposit,1,1,0,0,0
C100181,Personal Loan,1,0,0,0,0
C100182,Premium Banking Account,1,1,0,0,0
C100182,Term Insurance,1,0,0,0,0
C100182,Premium Credit Card,1,1,0,0,0
C100182,Fixed Deposit,1,1,0,0,0
C100182,Travel Credit Card,1,1,1,0,0
C100183,Recurring Deposit,1,1,0,0,0
C100185,Fuel Credit Card,1,1,0,0,0
C100185,Premium Banking Account,1,0,0,0,0
C100187,Term Insurance,1,1,0,0,0
C100187,Personal Loan,1,0,0,0,0
C100187,Premium Banking Account,1,1,0,0,0
C100187,Premium Credit Card,1,0,0,0,0
C100187,Fuel Credit Card,1,1,0,0,0
C100188,Term Insurance,1,1,1,1,1
C100188,Travel Credit Card,1,1,1,1,1
C100188,Personal Loan,1,1,0,0,0
C100188,Recurring Deposit,1,1,0,0,0
C100188,Home Loan,1,1,0,0,0
C100189,Premium Banking Account,1,1,0,0,0
C100189,Term Insurance,1,1,0,0,0
C100190,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100190,Home Loan,1,0,0,0,0
C100190,Premium Credit Card,1,1,0,0,0
C100191,Fuel Credit Card,1,0,0,0,0
C100191,Fixed Deposit,1,1,0,0,0
C100191,Travel Credit Card,1,0,0,0,0
C100192,Term Insurance,1,0,0,0,0
C100192,Fixed Deposit,1,1,0,0,0
C100192,Travel Credit Card,1,1,0,0,0
C100194,Fuel Credit Card,1,1,0,0,0
C100194,Premium Credit Card,1,1,0,0,0
C100194,Cashback Credit Card,1,0,0,0,0
C100195,Premium Credit Card,1,1,0,0,0
C100195,Premium Banking Account,1,1,1,1,1
C100195,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100195,Personal Loan,1,0,0,0,0
C100195,Home Loan,1,1,1,1,1
C100196,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100196,Fixed Deposit,1,1,1,0,0
C100196,Home Loan,1,1,0,0,0
C100197,Fuel Credit Card,1,0,0,0,0
C100197,Personal Loan,1,1,0,0,0
C100197,Premium Credit Card,1,1,1,1,1
C100198,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100199,Cashback Credit Card,1,1,0,0,0
C100199,Home Loan,1,0,0,0,0
C100200,Fixed Deposit,1,1,0,0,0
C100200,Cashback Credit Card,1,0,0,0,0
C100200,Travel Credit Card,1,0,0,0,0
C100200,Fuel Credit Card,1,1,0,0,0
C100200,Recurring Deposit,1,1,0,0,0
C100201,Cashback Credit Card,1,0,0,0,0
C100201,Fuel Credit Card,1,1,1,0,0
C100201,Travel Credit Card,1,1,1,1,0
C100203,Premium Banking Account,1,0,0,0,0
C100203,Travel Credit Card,1,0,0,0,0
C100204,Fuel Credit Card,1,0,0,0,0
C100205,Term Insurance,1,1,0,0,0
C100205,Personal Loan,1,1,0,0,0
C100205,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100205,Recurring Deposit,1,0,0,0,0
C100205,Cashback Credit Card,1,0,0,0,0
C100206,Recurring Deposit,1,1,1,1,0
C100206,Travel Credit Card,1,0,0,0,0
C100206,Home Loan,1,0,0,0,0
C100206,Fuel Credit Card,1,0,0,0,0
C100206,Term Insurance,1,0,0,0,0
C100207,Cashback Credit Card,1,0,0,0,0
C100207,Investment Plan (Mutual Fund SIP),1,1,1,0,0
C100207,Fixed Deposit,1,1,1,1,1
C100207,Home Loan,1,1,0,0,0
C100208,Personal Loan,1,1,1,1,1
C100209,Recurring Deposit,1,1,0,0,0
C100209,Personal Loan,1,0,0,0,0
C100209,Fuel Credit Card,1,0,0,0,0
C100212,Fixed Deposit,1,0,0,0,0
C100212,Home Loan,1,0,0,0,0
C100213,Recurring Deposit,1,0,0,0,0
C100213,Cashback Credit Card,1,1,0,0,0
C100213,Personal Loan,1,1,0,0,0
C100213,Fuel Credit Card,1,0,0,0,0
C100213,Term Insurance,1,0,0,0,0
C100214,Premium Credit Card,1,0,0,0,0
C100216,Premium Banking Account,1,0,0,0,0
C100217,Cashback Credit Card,1,0,0,0,0
C100217,Premium Credit Card,1,1,0,0,0
C100217,Home Loan,1,1,0,0,0
C100218,Home Loan,1,0,0,0,0
C100218,Personal Loan,1,1,1,1,1
C100218,Fixed Deposit,1,1,0,0,0
C100218,Cashback Credit Card,1,1,0,0,0
C100219,Cashback Credit Card,1,1,0,0,0
C100219,Fixed Deposit,1,1,0,0,0
C100219,Premium Credit Card,1,0,0,0,0
C100219,Fuel Credit Card,1,1,0,0,0
C100220,Premium Banking Account,1,1,1,1,1
C100220,Premium Credit Card,1,1,1,1,0
C100221,Premium Credit Card,1,0,0,0,0
C100222,Home Loan,1,0,0,0,0
C100222,Personal Loan,1,0,0,0,0
C100222,Cashback Credit Card,1,1,0,0,0
C100222,Fixed Deposit,1,0,0,0,0
C100223,Fuel Credit Card,1,0,0,0,0
C100223,Travel Credit Card,1,1,1,1,1
C100223,Cashback Credit Card,1,0,0,0,0
C100223,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100223,Premium Banking Account,1,1,1,1,0
C100224,Premium Banking Account,1,0,0,0,0
C100224,Home Loan,1,0,0,0,0
C100224,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100224,Premium Credit Card,1,1,0,0,0
C100224,Recurring Deposit,1,0,0,0,0
C100225,Term Insurance,1,0,0,0,0
C100225,Premium Credit Card,1,1,0,0,0
C100225,Cashback Credit Card,1,0,0,0,0
C100225,Premium Banking Account,1,0,0,0,0
C100227,Fixed Deposit,1,0,0,0,0
C100227,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100229,Home Loan,1,1,0,0,0
C100229,Recurring Deposit,1,1,0,0,0
C100230,Home Loan,1,1,0,0,0
C100230,Premium Credit Card,1,0,0,0,0
C100230,Term Insurance,1,0,0,0,0
C100231,Personal Loan,1,1,0,0,0
C100231,Fixed Deposit,1,1,0,0,0
C100231,Recurring Deposit,1,1,1,1,1
C100231,Fuel Credit Card,1,1,0,0,0
C100232,Personal Loan,1,1,0,0,0
C100232,Cashback Credit Card,1,1,1,1,0
C100232,Premium Credit Card,1,1,0,0,0
C100232,Investment Plan (Mutual Fund SIP),1,0,0,0,0
C100232,Premium Banking Account,1,0,0,0,0
C100233,Home Loan,1,1,0,0,0
C100233,Recurring Deposit,1,0,0,0,0
C100234,Home Loan,1,1,0,0,0
C100234,Cashback Credit Card,1,1,0,0,0
C100234,Investment Plan (Mutual Fund SIP),1,1,1,1,0
C100234,Fixed Deposit,1,1,0,0,0
C100235,Term Insurance,1,1,0,0,0
C100235,Fixed Deposit,1,0,0,0,0
C100235,Home Loan,1,1,0,0,0
C100236,Premium Banking Account,1,1,0,0,0
C100236,Fuel Credit Card,1,0,0,0,0
C100236,Recurring Deposit,1,1,1,1,1
C100237,Travel Credit Card,1,1,0,0,0
C100237,Premium Credit Card,1,1,1,0,0
C100237,Recurring Deposit,1,0,0,0,0
C100238,Recurring Deposit,1,1,0,0,0
C100238,Term Insurance,1,0,0,0,0
C100238,Premium Banking Account,1,0,0,0,0
C100238,Personal Loan,1,0,0,0,0
C100238,Home Loan,1,1,0,0,0
C100239,Fixed Deposit,1,0,0,0,0
C100239,Home Loan,1,1,1,1,1
C100239,Recurring Deposit,1,1,0,0,0
C100239,Investment Plan (Mutual Fund SIP),1,1,0,0,0
C100239,Cashback Credit Card,1,1,1,1,1
C100241,Fuel Credit Card,1,0,0,0,0
C100241,Recurring Deposit,1,1,1,1,1
C100242,Fuel Credit Card,1,0,0,0,0
C100242,Investment Plan (Mutual Fund SIP),1,1,1,0,0
C100242,Travel Credit Card,1,1,1,1,1
