card_id,customer_id,card_type,credit_limit,used_amount,available_limit,reward_points,annual_fee,status
CC405326,C105326,FuelCard,257900.0,74201.64,183698.36,4834,0,Active
CC405923,C105923,PremiumCard,142200.0,13537.22,128662.78,9940,2999,Active
CC408274,C108274,FuelCard,166500.0,78950.21,87549.79,15047,999,Active
CC404362,C104362,FuelCard,182200.0,82688.03,99511.97,6143,0,Active
CC401108,C101108,CashbackCard,232600.0,95977.72,136622.28,14306,0,Active
CC407528,C107528,FuelCard,289700.0,43218.53,246481.47,18971,499,Active
CC400320,C100320,TravelCard,130800.0,8948.23,121851.77,898,0,Active
CC400775,C100775,CashbackCard,166600.0,65740.71,100859.29,18119,999,Active
CC404946,C104946,PremiumCard,185600.0,63167.0,122433.0,1671,999,Active
CC405448,C105448,FuelCard,128400.0,47020.18,81379.82,13520,999,Active
CC409055,C109055,PremiumCard,181400.0,84640.48,96759.52,3630,499,Active
CC408358,C108358,StudentCard,204800.0,71583.26,133216.74,15372,0,Active
CC409358,C109358,TravelCard,138900.0,66857.4,72042.6,19743,0,Active
CC402426,C102426,TravelCard,62700.0,2891.51,59808.49,19411,0,Active
CC401516,C101516,PremiumCard,104700.0,29536.5,75163.5,9977,0,Active
CC408607,C108607,PremiumCard,80600.0,33189.38,47410.62,12772,0,Active
CC405114,C105114,FuelCard,200400.0,99976.1,100423.9,895,499,Active
CC404737,C104737,FuelCard,142300.0,108726.31,33573.69,4338,499,Active
CC408814,C108814,SmartCard,225900.0,39316.14,186583.86,19230,999,Active
CC404547,C104547,CashbackCard,305300.0,151703.12,153596.88,2022,499,Active
CC408627,C108627,SmartCard,147800.0,64610.99,83189.01,7715,999,Active
CC409780,C109780,PremiumCard,172800.0,10538.14,162261.86,18820,999,Active
CC402023,C102023,PremiumCard,82100.0,15113.11,66986.89,17172,499,Active
CC403233,C103233,StudentCard,203600.0,82631.4,120968.6,12105,999,Active
CC402565,C102565,CashbackCard,28000.0,11423.12,16576.88,10724,0,Active
CC407663,C107663,FuelCard,327500.0,230317.86,97182.14,1444,2999,Active
CC407359,C107359,StudentCard,156700.0,119213.88,37486.12,8959,999,Active
CC407397,C107397,PremiumCard,164100.0,73596.66,90503.34,10351,499,Active
CC404608,C104608,PremiumCard,79400.0,11509.22,67890.78,31,499,Active
CC402550,C102550,FuelCard,81300.0,51066.8,30233.2,6740,0,Active
CC401474,C101474,TravelCard,157700.0,5488.36,152211.64,18108,999,Active
CC409592,C109592,CashbackCard,136600.0,11760.74,124839.26,14756,0,Active
CC406313,C106313,CashbackCard,159300.0,67286.97,92013.03,6893,499,Active
CC402701,C102701,StudentCard,175000.0,82605.76,92394.24,10384,2999,Active
CC406166,C106166,StudentCard,406900.0,42091.7,364808.3,2907,499,Active
CC403082,C103082,FuelCard,94700.0,10070.91,84629.09,9261,999,Active
CC407853,C107853,TravelCard,102300.0,8380.58,93919.42,6323,2999,Active
CC405962,C105962,StudentCard,115700.0,84285.59,31414.41,14865,0,Active
CC400785,C100785,PremiumCard,312200.0,13745.97,298454.03,15913,499,Active
CC404267,C104267,StudentCard,81100.0,55272.31,25827.69,16439,2999,Active
CC409105,C109105,FuelCard,63200.0,2333.77,60866.23,2792,499,Active
CC407103,C107103,StudentCard,87700.0,45112.48,42587.52,15062,499,Active
CC409394,C109394,SmartCard,209200.0,159743.15,49456.85,16484,2999,Active
CC400725,C100725,CashbackCard,19800.0,1054.46,18745.54,10672,2999,Active
CC405746,C105746,PremiumCard,313400.0,226406.95,86993.05,16756,2999,Active
CC408017,C108017,TravelCard,314300.0,49379.17,264920.83,16674,499,Active
CC407104,C107104,PremiumCard,244100.0,114872.8,129227.2,2575,499,Active
CC407849,C107849,StudentCard,241400.0,77453.0,163947.0,16315,2999,Active
CC407105,C107105,TravelCard,103900.0,2981.91,100918.09,99,999,Active
CC403909,C103909,CashbackCard,203000.0,7669.81,195330.19,12411,999,Active
CC408692,C108692,SmartCard,110600.0,78425.56,32174.44,3416,499,Active
CC402098,C102098,TravelCard,226400.0,152530.94,73869.06,9423,999,Active
CC402108,C102108,PremiumCard,236700.0,129445.66,107254.34,6555,499,Active
CC401562,C101562,FuelCard,309600.0,186514.92,123085.08,10782,499,Active
CC409681,C109681,PremiumCard,159700.0,37452.05,122247.95,6813,2999,Active
CC401149,C101149,StudentCard,149700.0,54023.45,95676.55,14220,499,Active
CC402787,C102787,TravelCard,209300.0,55569.39,153730.61,17231,0,Active
CC406210,C106210,CashbackCard,124100.0,40644.68,83455.32,12703,499,Active
CC403754,C103754,TravelCard,98000.0,16407.32,81592.68,8781,0,Active
CC403944,C103944,FuelCard,104500.0,57742.21,46757.79,14760,2999,Active
CC405966,C105966,PremiumCard,188300.0,5422.58,182877.42,3150,999,Active
CC404829,C104829,PremiumCard,106300.0,83319.27,22980.73,11063,2999,Active
CC409005,C109005,StudentCard,142400.0,28202.99,114197.01,1210,2999,Active
CC400372,C100372,FuelCard,273500.0,27954.53,245545.47,288,999,Active
CC400216,C100216,TravelCard,119500.0,20484.22,99015.78,3443,999,Active
CC404376,C104376,PremiumCard,54400.0,1356.29,53043.71,3901,499,Active
CC408075,C108075,SmartCard,71000.0,5663.92,65336.08,10385,2999,Active
CC406632,C106632,StudentCard,141400.0,42409.4,98990.6,3801,0,Active
CC400908,C100908,TravelCard,239500.0,191179.23,48320.77,2845,499,Active
CC408202,C108202,CashbackCard,116400.0,40823.94,75576.06,14280,0,Active
CC406502,C106502,FuelCard,246900.0,137132.79,109767.21,356,499,Active
CC402292,C102292,CashbackCard,80400.0,12737.59,67662.41,16481,0,Active
CC406746,C106746,StudentCard,123600.0,19633.3,103966.7,9295,2999,Active
CC408092,C108092,PremiumCard,244400.0,56411.23,187988.77,17423,0,Active
CC400761,C100761,PremiumCard,68800.0,14618.86,54181.14,75,999,Active
CC403642,C103642,TravelCard,142300.0,79599.9,62700.1,6205,2999,Active
CC407201,C107201,FuelCard,114900.0,82322.04,32577.96,7056,499,Active
CC404372,C104372,PremiumCard,492500.0,148660.45,343839.55,4448,0,Active
CC403339,C103339,CashbackCard,326600.0,185618.21,140981.79,2946,2999,Active
CC402164,C102164,TravelCard,83400.0,44460.55,38939.45,13384,2999,Active
CC407124,C107124,TravelCard,99300.0,52556.52,46743.48,18065,999,Active
CC409509,C109509,StudentCard,62600.0,34697.13,27902.87,11988,499,Active
CC403002,C103002,StudentCard,132900.0,10676.52,122223.48,10534,0,Active
CC408993,C108993,SmartCard,189300.0,19372.18,169927.82,1291,999,Active
CC403471,C103471,PremiumCard,216100.0,24395.31,191704.69,18226,499,Active
CC405938,C105938,PremiumCard,207800.0,57165.46,150634.54,13053,0,Active
CC405394,C105394,TravelCard,226200.0,3600.77,222599.23,6244,499,Active
CC400283,C100283,StudentCard,144500.0,42853.81,101646.19,15257,999,Active
CC401050,C101050,StudentCard,233000.0,23930.55,209069.45,10642,0,Active
CC401242,C101242,CashbackCard,270200.0,43660.99,226539.01,1726,499,Active
CC402243,C102243,CashbackCard,74000.0,20136.43,53863.57,6686,999,Active
CC406531,C106531,PremiumCard,183700.0,56735.24,126964.76,7707,0,Active
CC408090,C108090,TravelCard,279600.0,97755.1,181844.9,6855,999,Active
CC401509,C101509,SmartCard,122400.0,15427.53,106972.47,17556,2999,Active
CC405213,C105213,FuelCard,324400.0,15858.98,308541.02,5967,2999,Active
CC407019,C107019,StudentCard,195000.0,130710.85,64289.15,11423,499,Active
CC403966,C103966,CashbackCard,288400.0,197048.17,91351.83,12911,499,Active
CC402513,C102513,FuelCard,268400.0,39822.34,228577.66,5855,499,Active
CC405411,C105411,StudentCard,196300.0,17472.76,178827.24,4832,2999,Active
CC408093,C108093,FuelCard,114400.0,58766.65,55633.35,10137,999,Active
CC408592,C108592,StudentCard,179700.0,100091.76,79608.24,7572,2999,Active
CC408813,C108813,SmartCard,131200.0,77430.16,53769.84,7028,999,Active
CC404886,C104886,SmartCard,313100.0,134481.92,178618.08,6501,999,Active
CC402933,C102933,FuelCard,203800.0,135012.82,68787.18,106,2999,Active
CC401416,C101416,CashbackCard,196900.0,93920.16,102979.84,4850,499,Active
CC408294,C108294,FuelCard,235300.0,55167.42,180132.58,6321,2999,Active
CC403515,C103515,PremiumCard,113600.0,77726.2,35873.8,9049,499,Active
CC404642,C104642,TravelCard,58100.0,28440.94,29659.06,11932,2999,Active
CC402408,C102408,PremiumCard,377100.0,8687.28,368412.72,13326,499,Active
CC400150,C100150,SmartCard,231700.0,96527.73,135172.27,12325,499,Active
CC404121,C104121,FuelCard,141400.0,5515.74,135884.26,1368,999,Active
CC404152,C104152,PremiumCard,231800.0,170565.7,61234.3,11138,2999,Active
CC401179,C101179,StudentCard,220300.0,125306.53,94993.47,14149,499,Active
CC401658,C101658,CashbackCard,174600.0,117209.45,57390.55,5450,0,Active
CC407144,C107144,CashbackCard,134900.0,36935.52,97964.48,6432,0,Active
CC408586,C108586,SmartCard,210000.0,124689.42,85310.58,2781,999,Active
CC400612,C100612,CashbackCard,134800.0,31099.38,103700.62,1904,0,Active
CC401204,C101204,CashbackCard,293900.0,46044.36,247855.64,14636,0,Active
CC404144,C104144,StudentCard,45800.0,19809.27,25990.73,6032,2999,Active
CC409127,C109127,TravelCard,400400.0,149509.4,250890.6,15241,0,Active
CC401135,C101135,StudentCard,145400.0,16775.32,128624.68,13806,0,Active
CC403384,C103384,PremiumCard,248400.0,42566.06,205833.94,8944,2999,Active
CC405596,C105596,PremiumCard,100200.0,20783.5,79416.5,18622,999,Active
CC404343,C104343,TravelCard,78300.0,28857.91,49442.09,9976,2999,Active
CC400325,C100325,StudentCard,155600.0,111490.25,44109.75,9183,0,Active
CC401432,C101432,FuelCard,144600.0,70357.26,74242.74,1542,499,Active
CC403830,C103830,SmartCard,112800.0,68497.88,44302.12,11305,499,Active
CC407334,C107334,SmartCard,164300.0,17467.68,146832.32,18176,499,Active
CC400961,C100961,StudentCard,283800.0,12006.62,271793.38,16435,999,Active
CC408758,C108758,CashbackCard,182800.0,25112.03,157687.97,18959,2999,Active
CC407093,C107093,SmartCard,357500.0,140229.93,217270.07,6837,2999,Active
CC401869,C101869,TravelCard,298000.0,66225.75,231774.25,18769,499,Active
CC400367,C100367,TravelCard,214500.0,44832.66,169667.34,5781,0,Active
CC407331,C107331,TravelCard,139800.0,599.89,139200.11,13254,0,Active
CC405000,C105000,TravelCard,443900.0,120527.78,323372.22,10233,999,Active
CC402222,C102222,TravelCard,221300.0,25915.06,195384.94,3388,499,Active
CC406392,C106392,SmartCard,137100.0,28729.79,108370.21,18930,2999,Active
CC405904,C105904,FuelCard,123100.0,52654.26,70445.74,10455,999,Active
CC403549,C103549,FuelCard,309200.0,7665.35,301534.65,2590,999,Active
CC402368,C102368,PremiumCard,36600.0,28157.57,8442.43,16026,499,Active
CC403762,C103762,CashbackCard,45300.0,10278.74,35021.26,8279,2999,Active
CC409735,C109735,TravelCard,210700.0,44790.73,165909.27,4929,999,Active
CC403350,C103350,FuelCard,26400.0,16928.31,9471.69,13633,2999,Active
CC408810,C108810,StudentCard,275800.0,215763.03,60036.97,12066,499,Active
CC404504,C104504,PremiumCard,363200.0,166780.24,196419.76,7945,999,Active
CC401711,C101711,TravelCard,31900.0,18020.34,13879.66,12845,2999,Active
CC401560,C101560,FuelCard,188600.0,96054.81,92545.19,15766,499,Active
CC409359,C109359,StudentCard,84500.0,23078.55,61421.45,18815,499,Active
CC401494,C101494,CashbackCard,51500.0,28901.93,22598.07,17404,0,Active
CC403906,C103906,StudentCard,103000.0,50382.61,52617.39,12889,2999,Active
CC407775,C107775,CashbackCard,130800.0,43200.7,87599.3,16025,499,Active
CC406989,C106989,TravelCard,370600.0,164998.54,205601.46,88,2999,Active
CC408723,C108723,PremiumCard,144700.0,91533.05,53166.95,15702,0,Active
CC402153,C102153,TravelCard,229000.0,16281.61,212718.39,10270,499,Active
CC408052,C108052,CashbackCard,199200.0,62736.99,136463.01,6355,499,Active
CC408370,C108370,CashbackCard,180400.0,98789.26,81610.74,7870,2999,Active
CC407469,C107469,TravelCard,120100.0,70077.75,50022.25,9041,499,Active
CC409809,C109809,CashbackCard,90400.0,46869.3,43530.7,18199,2999,Active
CC409611,C109611,StudentCard,181800.0,38272.33,143527.67,11042,0,Active
CC401701,C101701,CashbackCard,276400.0,27371.69,249028.31,4535,499,Active
CC406940,C106940,SmartCard,200800.0,43934.31,156865.69,5186,999,Active
CC406115,C106115,SmartCard,96400.0,26724.74,69675.26,19595,999,Active
CC408292,C108292,StudentCard,95200.0,55866.44,39333.56,5744,0,Active
CC407270,C107270,CashbackCard,55200.0,17301.73,37898.27,8964,2999,Active
CC403880,C103880,StudentCard,259800.0,203089.66,56710.34,16370,499,Active
CC406929,C106929,TravelCard,101600.0,15799.4,85800.6,4844,2999,Active
CC401272,C101272,CashbackCard,294400.0,36970.97,257429.03,19845,2999,Active
CC403812,C103812,CashbackCard,403300.0,251746.9,151553.1,480,999,Active
CC405015,C105015,FuelCard,401300.0,292828.24,108471.76,19410,499,Active
CC405456,C105456,StudentCard,169300.0,78692.62,90607.38,4289,499,Active
CC401073,C101073,PremiumCard,173600.0,1314.75,172285.25,5764,499,Active
CC405717,C105717,TravelCard,181700.0,83338.07,98361.93,12107,2999,Active
CC401483,C101483,FuelCard,275900.0,213535.77,62364.23,1770,0,Active
CC408522,C108522,SmartCard,264800.0,72101.24,192698.76,19694,2999,Active
CC403597,C103597,StudentCard,172700.0,87734.5,84965.5,11091,2999,Active
CC400628,C100628,SmartCard,170800.0,37175.29,133624.71,4675,499,Active
CC401927,C101927,PremiumCard,28700.0,12874.42,15825.58,4366,499,Active
CC407402,C107402,FuelCard,200900.0,153180.18,47719.82,9031,0,Active
CC407661,C107661,StudentCard,136300.0,77231.12,59068.88,10240,999,Active
CC402944,C102944,FuelCard,185000.0,12858.76,172141.24,12541,0,Active
CC404594,C104594,SmartCard,241900.0,90245.27,151654.73,4386,999,Active
CC403429,C103429,FuelCard,118600.0,29391.97,89208.03,11826,499,Active
CC407773,C107773,PremiumCard,82000.0,9811.32,72188.68,3307,2999,Active
CC401831,C101831,SmartCard,356100.0,5302.77,350797.23,10406,999,Active
CC400700,C100700,TravelCard,132000.0,74128.48,57871.52,18753,999,Active
CC404838,C104838,PremiumCard,50100.0,7302.49,42797.51,16828,0,Active
CC401003,C101003,CashbackCard,169500.0,89827.84,79672.16,9494,999,Active
CC407605,C107605,TravelCard,44300.0,28324.91,15975.09,1816,2999,Active
CC402591,C102591,FuelCard,40200.0,1168.78,39031.22,5783,999,Active
CC403298,C103298,TravelCard,325300.0,125920.4,199379.6,10981,999,Active
CC404521,C104521,PremiumCard,182700.0,94942.24,87757.76,13169,999,Active
CC408880,C108880,SmartCard,40800.0,32510.18,8289.82,10971,0,Active
CC401178,C101178,StudentCard,199100.0,114255.74,84844.26,19289,0,Active
CC407690,C107690,CashbackCard,202300.0,123387.95,78912.05,15186,499,Active
CC406203,C106203,TravelCard,269400.0,47186.78,222213.22,17742,999,Active
CC404858,C104858,StudentCard,226600.0,56866.48,169733.52,15180,2999,Active
CC406792,C106792,SmartCard,198600.0,24953.99,173646.01,3160,0,Active
CC402961,C102961,PremiumCard,280700.0,108275.33,172424.67,6047,2999,Active
CC409779,C109779,PremiumCard,132200.0,35323.42,96876.58,1780,499,Active
CC405831,C105831,TravelCard,175900.0,72787.52,103112.48,1104,999,Active
CC409174,C109174,StudentCard,140300.0,70598.77,69701.23,10721,2999,Active
